  -2.4227852080932937e+01   4.3084527878006218e-01
  -2.4191524071877215e+01   4.3095456409690919e-01
  -2.4040283832037598e+01   4.3141730471348821e-01
  -2.3518422442306417e+01   4.3311592970192730e-01
  -2.2571014621608420e+01   4.3666706486992535e-01
  -2.1710194799726267e+01   4.4055386979771261e-01
  -2.0716216800280080e+01   4.4612365909187690e-01
  -1.9622805374522390e+01   4.5428902486711947e-01
  -1.8689210596494771e+01   4.6421400341262486e-01
  -1.7879923134899936e+01   4.7761623561219047e-01
  -1.7387649806188087e+01   4.9247424378174737e-01
  -1.7193871743373837e+01   5.0800396379099588e-01
  -1.7266863287119016e+01   5.2467733063698707e-01
  -1.7610413769862159e+01   5.4225694509394973e-01
  -1.8243438558940575e+01   5.6065845779506984e-01
  -1.9160794690918834e+01   5.7893360098087721e-01
  -2.0287250723217415e+01   5.9547552565102824e-01
  -2.1491554458148958e+01   6.0889271031062375e-01
  -2.2736593446607404e+01   6.1932978831481944e-01
  -2.4083664316470728e+01   6.2725220849611107e-01
  -2.5604594602051627e+01   6.3229452936320563e-01
  -2.7355579240985907e+01   6.3325381041322815e-01
  -2.8956517295092034e+01   6.2991236800906547e-01
  -3.0617526674159041e+01   6.2241884545002124e-01
  -3.2030071044984680e+01   6.1248260249225883e-01
  -3.3365046598102971e+01   5.9869017019511384e-01
  -3.4303066104671736e+01   5.8426551736149945e-01
  -3.4991190085553804e+01   5.6808005976431430e-01
  -3.5464096455869424e+01   5.4904440003649191e-01
  -3.5699280083438310e+01   5.2627051283980886e-01
  -3.5675098565655759e+01   5.0431535375148961e-01
  -3.5433153388799759e+01   4.8190092518773647e-01
  -3.4891118289494038e+01   4.5794916534593977e-01
  -3.4278874318858222e+01   4.4274860840056823e-01
  -3.3591657081933846e+01   4.3270866173393319e-01
  -3.2813811701003118e+01   4.2634190435767827e-01
  -3.1740949737450990e+01   4.2223845658091858e-01
  -3.0477281171452013e+01   4.2086679399016469e-01
  -2.9516417998321629e+01   4.2109451699538941e-01
  -2.8588962998476593e+01   4.2192249402095749e-01
  -2.7367447915769837e+01   4.2364805481779666e-01
  -2.5823019659583387e+01   4.2667714732907086e-01
  -2.4488311375822718e+01   4.3008218769683587e-01
  -2.4227852080932937e+01   4.3084527878006218e-01
