  0.10002000e+01 -0.40674614e+01 -0.24183805e+02  0.21900338e+03
  0.10040000e+01 -0.48346488e+01 -0.25134763e+02  0.21720890e+03
  0.10062000e+01 -0.52832089e+01 -0.25781544e+02  0.21621997e+03
  0.10084000e+01 -0.57368420e+01 -0.26501316e+02  0.21527021e+03
  0.10106000e+01 -0.61970481e+01 -0.27296145e+02  0.21436206e+03
  0.10128000e+01 -0.66653405e+01 -0.28168187e+02  0.21349829e+03
  0.10152000e+01 -0.71872234e+01 -0.29210201e+02  0.21261035e+03
  0.10176000e+01 -0.77225547e+01 -0.30349783e+02  0.21178370e+03
  0.10200000e+01 -0.82733655e+01 -0.31590027e+02  0.21102364e+03
  0.10224000e+01 -0.88417127e+01 -0.32934076e+02  0.21033620e+03
  0.10228000e+01 -0.89382880e+01 -0.33168397e+02  0.21022915e+03
  0.10252000e+01 -0.95297283e+01 -0.34637529e+02  0.20963505e+03
  0.10276000e+01 -0.10143249e+02 -0.36217223e+02  0.20912929e+03
  0.10300000e+01 -0.10780983e+02 -0.37910433e+02  0.20872053e+03
  0.10324000e+01 -0.11445082e+02 -0.39719891e+02  0.20841843e+03
  0.10348000e+01 -0.12137705e+02 -0.41647996e+02  0.20823371e+03
  0.10372000e+01 -0.12861015e+02 -0.43696679e+02  0.20817826e+03
  0.10396000e+01 -0.13617161e+02 -0.45867244e+02  0.20826520e+03
  0.10442000e+01 -0.15165913e+02 -0.50369061e+02  0.20888363e+03
  0.10488000e+01 -0.16857320e+02 -0.55310922e+02  0.21019520e+03
  0.10534000e+01 -0.18704181e+02 -0.60662456e+02  0.21233518e+03
  0.10580000e+01 -0.20716701e+02 -0.66361947e+02  0.21545738e+03
  0.10626000e+01 -0.22900940e+02 -0.72304459e+02  0.21973049e+03
  0.10672000e+01 -0.25256756e+02 -0.78328031e+02  0.22532986e+03
  0.10718000e+01 -0.27775193e+02 -0.84199160e+02  0.23242270e+03
  0.10764000e+01 -0.30435368e+02 -0.89600091e+02  0.24114474e+03
  0.10810000e+01 -0.33201038e+02 -0.94122231e+02  0.25156664e+03
  0.10856000e+01 -0.36017271e+02 -0.97272039e+02  0.26365071e+03
  0.10902000e+01 -0.38807958e+02 -0.98497101e+02  0.27720206e+03
  0.10948000e+01 -0.41475185e+02 -0.97239466e+02  0.29182347e+03
  0.10994000e+01 -0.43901703e+02 -0.93018631e+02  0.30688990e+03
  0.11040000e+01 -0.45957555e+02 -0.85536765e+02  0.32156207e+03
  0.11086000e+01 -0.47511279e+02 -0.74784970e+02  0.33485527e+03
  0.11132000e+01 -0.48444799e+02 -0.61117202e+02  0.34576645e+03
  0.11178000e+01 -0.48669593e+02 -0.45256647e+02  0.35343916e+03
  0.11224000e+01 -0.48140512e+02 -0.28214971e+02  0.35732386e+03
  0.11270000e+01 -0.46863548e+02 -0.11135442e+02  0.35728220e+03
  0.11316000e+01 -0.44895256e+02  0.48974393e+01  0.35359950e+03
  0.11362000e+01 -0.42333938e+02  0.19025026e+02  0.34690308e+03
  0.11408000e+01 -0.39305109e+02  0.30713378e+02  0.33801881e+03
  0.11454000e+01 -0.35945021e+02  0.39768936e+02  0.32781466e+03
  0.11500000e+01 -0.32385827e+02  0.46286322e+02  0.31707389e+03
  0.11546000e+01 -0.28744690e+02  0.50559946e+02  0.30641948e+03
  0.11592000e+01 -0.25117567e+02  0.52990840e+02  0.29628967e+03
  0.11638000e+01 -0.21577161e+02  0.54009625e+02  0.28695104e+03
  0.11684000e+01 -0.18173893e+02  0.54023925e+02  0.27853183e+03
  0.11730000e+01 -0.14938665e+02  0.53389377e+02  0.27106126e+03
  0.11776000e+01 -0.11886374e+02  0.52398735e+02  0.26450574e+03
  0.11822000e+01 -0.90194700e+01  0.51282643e+02  0.25879782e+03
  0.11868000e+01 -0.63311763e+01  0.50216641e+02  0.25385721e+03
  0.11914000e+01 -0.38081741e+01  0.49330547e+02  0.24960475e+03
  0.11960000e+01 -0.14327426e+01  0.48717908e+02  0.24597083e+03
  0.12006000e+01  0.81560118e+00  0.48444300e+02  0.24290011e+03
  0.12052000e+01  0.29588740e+01  0.48553981e+02  0.24035370e+03
