  0.12098000e+01  0.50197143e+01  0.49074801e+02  0.23830988e+03
  0.12144000e+01  0.70206935e+01  0.50021441e+02  0.23676395e+03
  0.12190000e+01  0.89837708e+01  0.51397138e+02  0.23572774e+03
  0.12236000e+01  0.10929818e+02  0.53194010e+02  0.23522884e+03
  0.12282000e+01  0.12878151e+02  0.55392101e+02  0.23530954e+03
  0.12328000e+01  0.14846015e+02  0.57957216e+02  0.23602551e+03
  0.12374000e+01  0.16847966e+02  0.60837640e+02  0.23744370e+03
  0.12420000e+01  0.18895115e+02  0.63959905e+02  0.23963921e+03
  0.12466000e+01  0.20994197e+02  0.67223869e+02  0.24269052e+03
  0.12512000e+01  0.23146452e+02  0.70497668e+02  0.24667248e+03
  0.12558000e+01  0.25346350e+02  0.73613391e+02  0.25164654e+03
  0.12604000e+01  0.27580210e+02  0.76364826e+02  0.25764774e+03
  0.12650000e+01  0.29824859e+02  0.78509079e+02  0.26466862e+03
  0.12696000e+01  0.32046557e+02  0.79774224e+02  0.27264104e+03
  0.12742000e+01  0.34200481e+02  0.79875112e+02  0.28141821e+03
  0.12788000e+01  0.36231151e+02  0.78538675e+02  0.29076050e+03
  0.12834000e+01  0.38074188e+02  0.75538248e+02  0.30033038e+03
  0.12880000e+01  0.39659674e+02  0.70733513e+02  0.30970169e+03
  0.12926000e+01  0.40917165e+02  0.64109212e+02  0.31838735e+03
  0.12972000e+01  0.41782019e+02  0.55803037e+02  0.32588576e+03
  0.13018000e+01  0.42202267e+02  0.46112751e+02  0.33174036e+03
  0.13064000e+01  0.42144901e+02  0.35475960e+02  0.33560132e+03
  0.13110000e+01  0.41600355e+02  0.24422877e+02  0.33727498e+03
  0.13156000e+01  0.40584203e+02  0.13510616e+02  0.33674835e+03
  0.13202000e+01  0.39135680e+02  0.32535889e+01  0.33418246e+03
  0.13248000e+01  0.37313345e+02 -0.59343671e+01  0.32987730e+03
  0.13294000e+01  0.35188809e+02 -0.13774938e+02  0.32421882e+03
  0.13340000e+01  0.32839778e+02 -0.20133756e+02  0.31762152e+03
  0.13386000e+01  0.30343542e+02 -0.25006077e+02  0.31047894e+03
  0.13432000e+01  0.27771769e+02 -0.28487976e+02  0.30312923e+03
  0.13478000e+01  0.25186975e+02 -0.30742214e+02  0.29583756e+03
  0.13524000e+01  0.22640667e+02 -0.31966089e+02  0.28879304e+03
  0.13570000e+01  0.20172887e+02 -0.32365568e+02  0.28211566e+03
  0.13616000e+01  0.17812763e+02 -0.32137208e+02  0.27586862e+03
  0.13662000e+01  0.15579697e+02 -0.31457380e+02  0.27007231e+03
  0.13708000e+01  0.13484827e+02 -0.30477327e+02  0.26471752e+03
  0.13754000e+01  0.11532568e+02 -0.29322311e+02  0.25977648e+03
  0.13800000e+01  0.97220526e+01 -0.28093282e+02  0.25521156e+03
  0.13846000e+01  0.80483936e+01 -0.26869870e+02  0.25098134e+03
  0.13892000e+01  0.65037525e+01 -0.25713862e+02  0.24704493e+03
  0.13938000e+01  0.50781956e+01 -0.24672664e+02  0.24336445e+03
  0.13984000e+01  0.37603633e+01 -0.23782465e+02  0.23990661e+03
  0.14030000e+01  0.25379760e+01 -0.23071002e+02  0.23664331e+03
  0.14076000e+01  0.13982030e+01 -0.22559879e+02  0.23355189e+03
  0.14122000e+01  0.32791861e+00 -0.22266492e+02  0.23061506e+03
  0.14168000e+01 -0.68613097e+00 -0.22205595e+02  0.22782067e+03
  0.14214000e+01 -0.16572324e+01 -0.22390570e+02  0.22516151e+03
  0.14260000e+01 -0.25986653e+01 -0.22834438e+02  0.22263520e+03
  0.14306000e+01 -0.35237047e+01 -0.23550664e+02  0.22024411e+03
  0.14308000e+01 -0.35637573e+01 -0.23588202e+02  0.22014331e+03
  0.14310000e+01 -0.36038051e+01 -0.23626283e+02  0.22004278e+03
  0.14312000e+01 -0.36438493e+01 -0.23664909e+02  0.21994252e+03
  0.14314000e+01 -0.36838909e+01 -0.23704081e+02  0.21984253e+03
  0.14316000e+01 -0.37239311e+01 -0.23743800e+02  0.21974281e+03
  0.14318000e+01 -0.37639709e+01 -0.23784067e+02  0.21964337e+03
  0.14320000e+01 -0.38040114e+01 -0.23824884e+02  0.21954420e+03
  0.14322000e+01 -0.38440537e+01 -0.23866252e+02  0.21944531e+03
  0.14324000e+01 -0.38840990e+01 -0.23908172e+02  0.21934669e+03
  0.14326000e+01 -0.39241483e+01 -0.23950645e+02  0.21924834e+03
  0.14328000e+01 -0.39642027e+01 -0.23993674e+02  0.21915028e+03
  0.14330000e+01 -0.40042633e+01 -0.24037258e+02  0.21905249e+03
  0.14332000e+01 -0.40443313e+01 -0.24081400e+02  0.21895498e+03
  0.14334000e+01 -0.40674614e+01 -0.24183805e+02  0.21900338e+03
